"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL3329510";"";"0";"314.80";"0";"4.30";"9";"Clc1ccc(-c2csc(N/N=C/c3ccccn3)n2)cc1";"Inhibition";"'='";"-1.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3365052";"Inhibition of recombinant Trypanosoma cruzi cruzain using Z-Phe-Argaminomethylcoumarin as fluorogenic substrate preincubated at 75 uM for 10 mins before substrate addition by fluorimetry";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3352772";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2014";"None";""
"CHEMBL4172011";"";"0";"465.62";"1";"7.91";"21";"C/C(=N\Nc1nc(-c2ccc(Cl)c(Cl)c2Cl)cs1)c1ccc(Cl)c(Cl)c1";"Inhibition";"'='";"38.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL4140560";"Inhibition of recombinant Trypanosoma cruzi cruzain at 10 uM preincubated for 10 mins followed by Z-FR-AMC substrate addition measured for 5 mins at 12 secs time interval by flow cytometry relative to control";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL4138128";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";""
"CHEMBL4161411";"";"0";"441.18";"1";"6.72";"22";"C/C(=N\Nc1nc(-c2ccc(Br)cc2)cs1)c1ccc(Cl)c(Cl)c1";"Inhibition";"'='";"43.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL4140560";"Inhibition of recombinant Trypanosoma cruzi cruzain at 10 uM preincubated for 10 mins followed by Z-FR-AMC substrate addition measured for 5 mins at 12 secs time interval by flow cytometry relative to control";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL4138128";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";""
"CHEMBL452599";"";"0";"266.23";"0";"2.94";"5a";"FC(F)(F)c1ccnc(N/N=C/c2ccccc2)n1";"Inhibition";"'='";"30.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1010074";"Inhibition of Trypanosoma cruzi C-terminal truncated cruzain expressed in DH5alpha Escherichia coli at 100 uM by well-microplate spectrophotometry";"B";"BAO_0000019";"assay format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1152197";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2008";"None";""
"CHEMBL460049";"";"0";"277.31";"0";"0.45";"3";"C=CCNC(=S)N/N=C/c1ccc2no[n+]([O-])c2c1";"Inhibition";"'='";"36.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL944237";"Inhibition of Trypanosoma cruzi Tulahuen 2 epimastigote cruzipain at 100 uM by spectrophotometry";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1157518";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2008";"None";""
"CHEMBL2180340";"";"0";"353.45";"0";"3.97";"16";"C/C(COc1ccccc1)=N\N=C1\SC(C)C(=O)N1c1ccccc1";"Inhibition";"'='";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2189089";"Inhibition of Trypanosoma cruzi recombinant cruzain using Z-FR-AMC as substrate at 20 uM preincubated for 10 mins before substrate addition";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL2176891";"1";"Scientific Literature";"J. Med. Chem.";"2012";"None";""
"CHEMBL2180345";"";"0";"307.44";"0";"3.24";"21";"CCC1S/C(=N/N=C(\C)COc2ccccc2)NC1=S";"Inhibition";"'='";"48.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2189089";"Inhibition of Trypanosoma cruzi recombinant cruzain using Z-FR-AMC as substrate at 20 uM preincubated for 10 mins before substrate addition";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL2176891";"1";"Scientific Literature";"J. Med. Chem.";"2012";"None";""
"CHEMBL3221951";"";"0";"294.14";"None";"None";"3d";"NC(=[Se])N/N=C/c1cccc(C(F)(F)F)c1";"Inhibition";"'='";"91.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3224723";"Inhibition of Trypanosoma cruzi cruzipain using Z-Phe-Arg-AMC as substrate at 10 uM incubated for 5 mins prior to substrate addition measured after 10 mins by fluorescence assay";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3217446";"1";"Scientific Literature";"MedChemComm";"2012";"None";""
"CHEMBL2297590";"";"0";"272.17";"0";"2.01";"4";"C/C(=N/NC(N)=S)c1cccc(Br)c1";"Inhibition";"'='";"80.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3224723";"Inhibition of Trypanosoma cruzi cruzipain using Z-Phe-Arg-AMC as substrate at 10 uM incubated for 5 mins prior to substrate addition measured after 10 mins by fluorescence assay";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3217446";"1";"Scientific Literature";"MedChemComm";"2012";"None";""
"CHEMBL3121903";"";"0";"316.22";"0";"2.43";"9m";"C/C(=N\NC(N)=S)C(C)Oc1ccc(Br)cc1";"Inhibition";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL3123055";"Inhibition of Trypanosomal cruzi recombinant cruzain assessed as substrate cleavage using Z-Phe-Arg-AMC as substrate at 100 uM preincubated for 10 mins measured for 5 mins by flow cytometry";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3120049";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2014";"None";""
"CHEMBL227002";"";"0";"238.25";"0";"2.63";"(E)-1";"[O-][n+]1onc2cc(/C=C/c3ccccc3)ccc21";"Inhibition";"'='";"12.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL901619";"Inhibition of Trypanosoma cruzi Tulahuen 2 cruzipain at 10 uM";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1138265";"1";"Scientific Literature";"J. Med. Chem.";"2007";"None";""
"CHEMBL238428";"";"0";"286.31";"0";"2.24";"(Z)-16";"[O-][n+]1onc2cc(/C=C\[S+]([O-])c3ccccc3)ccc21";"Inhibition";"'='";"23.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL901620";"Inhibition of Trypanosoma cruzi Tulahuen 2 cruzipain at 20 uM";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1138265";"1";"Scientific Literature";"J. Med. Chem.";"2007";"None";""
"CHEMBL238428";"";"0";"286.31";"0";"2.24";"(Z)-16";"[O-][n+]1onc2cc(/C=C\[S+]([O-])c3ccccc3)ccc21";"Inhibition";"'='";"3.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL900554";"Inhibition of Trypanosoma cruzi Tulahuen 2 cruzipain at 100 uM";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1138265";"1";"Scientific Literature";"J. Med. Chem.";"2007";"None";""
"CHEMBL568613";"";"0";"320.30";"0";"2.04";"20";"O=S(=O)(/C=C\c1ccc2no[n+]([O-])c2c1)c1ccc(F)cc1";"Inhibition";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL1038178";"Inhibition of Trypanosoma cruzi cruzipain at 25 uM";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1156117";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2009";"None";""
"CHEMBL3220736";"";"0";"442.52";"0";"3.06";"5";"[O-][n+]1onc2ccc(CN3CCN(/C(=N/c4ccccc4)NCc4ccccc4)CC3)cc21";"Inhibition";"'='";"29.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3227187";"Inhibition of Trypanosoma cruzi cruzipain using Z-Phe-Arg-AMC as substrate at 100 uM at pH 7.4 after 10 mins by spectrofluorimetry relative to untreated control";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3217506";"1";"Scientific Literature";"MedChemComm";"2012";"None";""
"CHEMBL3220745";"";"0";"284.36";"0";"2.15";"22";"c1ccc(N/C(=N/Cc2ccco2)N2CCNCC2)cc1";"Inhibition";"'='";"10.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3227187";"Inhibition of Trypanosoma cruzi cruzipain using Z-Phe-Arg-AMC as substrate at 100 uM at pH 7.4 after 10 mins by spectrofluorimetry relative to untreated control";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3217506";"1";"Scientific Literature";"MedChemComm";"2012";"None";""
"CHEMBL3221948";"";"0";"319.06";"None";"None";"3a";"C/C(=N\NC(N)=[Se])c1cccc(Br)c1";"Inhibition";"'='";"81.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3223076";"Inhibition of Trypanosoma cruzi cruzipain using Z-Phe-Arg-AMC as substrate at 0.3 uM incubated for 5 mins prior to substrate addition measured after 10 mins by fluorescence assay";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3217446";"1";"Scientific Literature";"MedChemComm";"2012";"None";""
"CHEMBL3221948";"";"0";"319.06";"None";"None";"3a";"C/C(=N\NC(N)=[Se])c1cccc(Br)c1";"Inhibition";"";"";"";"";"";"Active";"";"";"";"";"";"False";"CHEMBL3223078";"Reversible inhibition of Trypanosoma cruzi cruzipain at 10 uM pre-incubated for 30 mins";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3217446";"1";"Scientific Literature";"MedChemComm";"2012";"None";""
"CHEMBL3787039";"";"0";"376.31";"1";"6.26";"12";"C/C(=N\Nc1nc(-c2ccccc2)c(C)s1)c1ccc(Cl)c(Cl)c1";"Inhibition";"'='";"76.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL4140560";"Inhibition of recombinant Trypanosoma cruzi cruzain at 10 uM preincubated for 10 mins followed by Z-FR-AMC substrate addition measured for 5 mins at 12 secs time interval by flow cytometry relative to control";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL4138128";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";""
"CHEMBL3786279";"";"0";"380.27";"1";"6.09";"17";"C/C(=N\Nc1nc(-c2ccc(F)cc2)cs1)c1ccc(Cl)c(Cl)c1";"Inhibition";"'='";"32.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL4140560";"Inhibition of recombinant Trypanosoma cruzi cruzain at 10 uM preincubated for 10 mins followed by Z-FR-AMC substrate addition measured for 5 mins at 12 secs time interval by flow cytometry relative to control";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL4138128";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";""
"CHEMBL4160354";"";"0";"407.28";"1";"5.86";"25";"C/C(=N\Nc1nc(-c2cccc([N+](=O)[O-])c2)cs1)c1ccc(Cl)c(Cl)c1";"Inhibition";"'='";"33.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL4140560";"Inhibition of recombinant Trypanosoma cruzi cruzain at 10 uM preincubated for 10 mins followed by Z-FR-AMC substrate addition measured for 5 mins at 12 secs time interval by flow cytometry relative to control";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL4138128";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";""
"CHEMBL3827142";"";"0";"360.50";"0";"4.61";"3a";"CCOC(=O)c1c(NC(=S)Nc2ccccc2)sc2c1CCCC2";"Inhibition";"'='";"12.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3829739";"Inhibition of Trypanosoma cruzi cruzain at 100 uM using Z-Phe-Arg-aminomethylcoumarin as substrate measured after 5 mins by spectrofluorimetry";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3826878";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2016";"None";""
"CHEMBL3827672";"";"0";"400.53";"0";"4.57";"4a";"CCOC(=O)c1c(/N=C2\SCC(=O)N2c2ccccc2)sc2c1CCCC2";"Inhibition";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3829739";"Inhibition of Trypanosoma cruzi cruzain at 100 uM using Z-Phe-Arg-aminomethylcoumarin as substrate measured after 5 mins by spectrofluorimetry";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3826878";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2016";"None";""
"CHEMBL3827174";"";"0";"434.58";"0";"4.57";"5c";"C=CCn1c(C)c(C(=O)OCC)s/c1=N\c1sc2c(c1C(=O)OCC)CCCC2";"Inhibition";"'='";"34.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3829739";"Inhibition of Trypanosoma cruzi cruzain at 100 uM using Z-Phe-Arg-aminomethylcoumarin as substrate measured after 5 mins by spectrofluorimetry";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3826878";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2016";"None";""
"CHEMBL3828195";"";"0";"422.53";"0";"3.40";"7c";"C=CCN1C(=O)C(CC(=O)O)S/C1=N\c1sc2c(c1C(=O)OCC)CCCC2";"Inhibition";"'='";"64.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3829739";"Inhibition of Trypanosoma cruzi cruzain at 100 uM using Z-Phe-Arg-aminomethylcoumarin as substrate measured after 5 mins by spectrofluorimetry";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3826878";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2016";"None";""
"CHEMBL374508";"E-64";"0";"357.41";"0";"-1.46";"E-64";"CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)NCCCCN=C(N)N";"Inhibition";"'='";"100.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3829739";"Inhibition of Trypanosoma cruzi cruzain at 100 uM using Z-Phe-Arg-aminomethylcoumarin as substrate measured after 5 mins by spectrofluorimetry";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3826878";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2016";"None";""
"CHEMBL3827307";"";"0";"414.55";"0";"4.96";"4b";"CC(C)OC(=O)c1c(/N=C2\SCC(=O)N2c2ccccc2)sc2c1CCCC2";"Inhibition";"'='";"72.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3829742";"Inhibition of Trypanosoma cruzi cruzain at 100 uM pre-incubated for 10 mins followed by addition of Z-Phe-Arg-aminomethylcoumarin as substrate measured after 5 mins by spectrofluorimetry";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3826878";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2016";"None";""
"CHEMBL3827174";"";"0";"434.58";"0";"4.57";"5c";"C=CCn1c(C)c(C(=O)OCC)s/c1=N\c1sc2c(c1C(=O)OCC)CCCC2";"Inhibition";"'='";"82.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3829742";"Inhibition of Trypanosoma cruzi cruzain at 100 uM pre-incubated for 10 mins followed by addition of Z-Phe-Arg-aminomethylcoumarin as substrate measured after 5 mins by spectrofluorimetry";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3826878";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2016";"None";""
"CHEMBL374508";"E-64";"0";"357.41";"0";"-1.46";"E-64";"CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)NCCCCN=C(N)N";"Inhibition";"'='";"100.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3829742";"Inhibition of Trypanosoma cruzi cruzain at 100 uM pre-incubated for 10 mins followed by addition of Z-Phe-Arg-aminomethylcoumarin as substrate measured after 5 mins by spectrofluorimetry";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3826878";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2016";"None";""
"CHEMBL3827142";"";"0";"360.50";"0";"4.61";"3a";"CCOC(=O)c1c(NC(=S)Nc2ccccc2)sc2c1CCCC2";"Inhibition";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL3830356";"Inhibition of Trypanosoma cruzi cruzain at 100 uM using Z-Phe-Arg-aminomethylcoumarin as substrate measured after 5 mins in presence of 0.01% triton by spectrofluorimetry";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3826878";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2016";"None";""
"CHEMBL3827307";"";"0";"414.55";"0";"4.96";"4b";"CC(C)OC(=O)c1c(/N=C2\SCC(=O)N2c2ccccc2)sc2c1CCCC2";"Inhibition";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL3830356";"Inhibition of Trypanosoma cruzi cruzain at 100 uM using Z-Phe-Arg-aminomethylcoumarin as substrate measured after 5 mins in presence of 0.01% triton by spectrofluorimetry";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3826878";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2016";"None";""
"CHEMBL3827174";"";"0";"434.58";"0";"4.57";"5c";"C=CCn1c(C)c(C(=O)OCC)s/c1=N\c1sc2c(c1C(=O)OCC)CCCC2";"Inhibition";"'='";"33.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3830356";"Inhibition of Trypanosoma cruzi cruzain at 100 uM using Z-Phe-Arg-aminomethylcoumarin as substrate measured after 5 mins in presence of 0.01% triton by spectrofluorimetry";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3826878";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2016";"None";""
"CHEMBL3827125";"";"0";"436.56";"0";"3.78";"7d";"C=CCN1C(=O)C(CC(=O)O)S/C1=N\c1sc2c(c1C(=O)OC(C)C)CCCC2";"Inhibition";"'='";"53.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL3830356";"Inhibition of Trypanosoma cruzi cruzain at 100 uM using Z-Phe-Arg-aminomethylcoumarin as substrate measured after 5 mins in presence of 0.01% triton by spectrofluorimetry";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3826878";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2016";"None";""
"CHEMBL3828647";"";"0";"460.62";"1";"6.56";"8a";"CCOC(=O)c1c(/N=c2\scc(-c3ccccc3)n2-c2ccccc2)sc2c1CCCC2";"Inhibition";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL3830356";"Inhibition of Trypanosoma cruzi cruzain at 100 uM using Z-Phe-Arg-aminomethylcoumarin as substrate measured after 5 mins in presence of 0.01% triton by spectrofluorimetry";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3826878";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2016";"None";""
"CHEMBL3827943";"";"0";"448.61";"0";"4.96";"5d";"C=CCn1c(C)c(C(=O)OCC)s/c1=N\c1sc2c(c1C(=O)OC(C)C)CCCC2";"Inhibition";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL3830358";"Inhibition of Trypanosoma cruzi cruzain at 100 uM using Z-Phe-Arg-aminomethylcoumarin as substrate measured after 5 mins in presence of 0.1% triton by spectrofluorimetry";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL3826878";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2016";"None";""
"CHEMBL2064832";"";"0";"379.49";"0";"4.90";"5";"COc1cc2c(cc1OC)/C(=N/Nc1nc(-c3ccc(C)cc3)cs1)CC2";"Inhibition";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2065810";"Inhibition of epimastigotes of Trypanosoma cruzi cruzipain using Bz-Pro-Phe-Arg-pNA as substrate at 10 uM by spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL2062416";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2012";"None";""
"CHEMBL2064835";"";"0";"333.46";"1";"5.19";"8";"Cc1ccc(-c2csc(N/N=C3\CCc4c(C)cccc43)n2)cc1";"Inhibition";"'='";"2.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2065811";"Inhibition of epimastigotes of Trypanosoma cruzi cruzipain using Bz-Pro-Phe-Arg-pNA as substrate at 20 uM by spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL2062416";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2012";"None";""
"CHEMBL2064844";"";"0";"333.46";"1";"5.19";"17";"Cc1ccc(-c2csc(N/N=C3\CCc4ccc(C)cc43)n2)cc1";"Inhibition";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2065811";"Inhibition of epimastigotes of Trypanosoma cruzi cruzipain using Bz-Pro-Phe-Arg-pNA as substrate at 20 uM by spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL2062416";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2012";"None";""
"CHEMBL2064835";"";"0";"333.46";"1";"5.19";"8";"Cc1ccc(-c2csc(N/N=C3\CCc4c(C)cccc43)n2)cc1";"Inhibition";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"False";"CHEMBL2065812";"Inhibition of epimastigotes of Trypanosoma cruzi cruzipain using Bz-Pro-Phe-Arg-pNA as substrate at 50 uM by spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"None";"None";"None";"None";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL2062416";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2012";"None";""
